"_key","0.id","0.description","0.awp","0.gdp","0.cause","0.severity","0.completed","0.confirmed","0.roadName","0.lastUpdatedTimestamp","0.current","0.latitude","0.longitude","0.teEventType","0.delay","0.returnToFreeFlow","0.creationDate","0.overallEndDate","0.overallStartDate","0.periods.0.id","0.periods.0.eventId","0.periods.0.startPeriod","0.periods.0.endPeriod","0.offSRN","0.eventReference","0.displayM6TollPromo","0.eventLanes.0.laneName","0.eventLanes.0.laneStatus","0.eventLanes.1.laneName","0.eventLanes.1.laneStatus","0.eventLanes.2.laneName","0.eventLanes.2.laneStatus","0.eventLanes.3.laneName","0.eventLanes.3.laneStatus","0.laneClosureDescription","0.fullClosure","0.idProvidedBySource","0.linkIds.0","0.additionalDescription","0.formatDesc.0","0.formatDesc.1","0.formatDesc.2","0.formatDesc.3","0.gdpFormatted.0","0.gdpFormatted.1","0.gdpFormatted.2","0.gdpFormatted.3","0.awpFormatted.0","0.junction_ds_desc","0.junction_us_desc","1.id","1.description","1.awp","1.gdp","1.cause","1.severity","1.completed","1.confirmed","1.roadName","1.lastUpdatedTimestamp","1.current","1.latitude","1.longitude","1.teEventType","1.delay","1.returnToFreeFlow","1.creationDate","1.overallEndDate","1.overallStartDate","1.periods.0.id","1.periods.0.eventId","1.periods.0.startPeriod","1.periods.0.endPeriod","1.offSRN","1.eventReference","1.displayM6TollPromo","1.laneClosureDescription","1.fullClosure","1.idProvidedBySource","1.linkIds.0","1.additionalDescription","1.formatDesc.0","1.formatDesc.1","1.formatDesc.2","1.formatDesc.3","1.formatDesc.4","1.gdpFormatted.0","1.gdpFormatted.1","1.gdpFormatted.2","1.gdpFormatted.3","1.gdpFormatted.4","1.awpFormatted.0","1.junction_ds_desc","1.junction_us_desc","0.formatDesc.4","0.gdpFormatted.4","1.linkIds.1","1.linkIds.2","1.linkIds.3","1.linkIds.4","2.id","2.description","2.awp","2.gdp","2.cause","2.severity","2.completed","2.confirmed","2.roadName","2.lastUpdatedTimestamp","2.current","2.latitude","2.longitude","2.teEventType","2.delay","2.returnToFreeFlow","2.creationDate","2.overallEndDate","2.overallStartDate","2.periods.0.id","2.periods.0.eventId","2.periods.0.startPeriod","2.periods.0.endPeriod","2.offSRN","2.eventReference","2.displayM6TollPromo","2.eventLanes.0.laneName","2.eventLanes.0.laneStatus","2.eventLanes.1.laneName","2.eventLanes.1.laneStatus","2.eventLanes.2.laneName","2.eventLanes.2.laneStatus","2.eventLanes.3.laneName","2.eventLanes.3.laneStatus","2.laneClosureDescription","2.fullClosure","2.idProvidedBySource","2.linkIds.0","2.linkIds.1","2.linkIds.2","2.additionalDescription","2.formatDesc.0","2.formatDesc.1","2.formatDesc.2","2.formatDesc.3","2.gdpFormatted.0","2.gdpFormatted.1","2.gdpFormatted.2","2.gdpFormatted.3","2.awpFormatted.0","2.junction_ds_desc","2.junction_us_desc","3.id","3.description","3.awp","3.gdp","3.cause","3.severity","3.completed","3.confirmed","3.roadName","3.lastUpdatedTimestamp","3.current","3.latitude","3.longitude","3.teEventType","3.delay","3.returnToFreeFlow","3.creationDate","3.overallEndDate","3.overallStartDate","3.periods.0.id","3.periods.0.eventId","3.periods.0.startPeriod","3.periods.0.endPeriod","3.periods.1.id","3.periods.1.eventId","3.periods.1.startPeriod","3.periods.1.endPeriod","3.periods.2.id","3.periods.2.eventId","3.periods.2.startPeriod","3.periods.2.endPeriod","3.periods.3.id","3.periods.3.eventId","3.periods.3.startPeriod","3.periods.3.endPeriod","3.periods.4.id","3.periods.4.eventId","3.periods.4.startPeriod","3.periods.4.endPeriod","3.periods.5.id","3.periods.5.eventId","3.periods.5.startPeriod","3.periods.5.endPeriod","3.periods.6.id","3.periods.6.eventId","3.periods.6.startPeriod","3.periods.6.endPeriod","3.periods.7.id","3.periods.7.eventId","3.periods.7.startPeriod","3.periods.7.endPeriod","3.periods.8.id","3.periods.8.eventId","3.periods.8.startPeriod","3.periods.8.endPeriod","3.offSRN","3.eventReference","3.displayM6TollPromo","3.eventLanes.0.laneName","3.eventLanes.0.laneStatus","3.eventLanes.1.laneName","3.eventLanes.1.laneStatus","3.eventLanes.2.laneName","3.eventLanes.2.laneStatus","3.eventLanes.3.laneName","3.eventLanes.3.laneStatus","3.laneClosureDescription","3.fullClosure","3.idProvidedBySource","3.linkIds.0","3.additionalDescription","3.formatDesc.0","3.formatDesc.1","3.formatDesc.2","3.formatDesc.3","3.gdpFormatted.0","3.gdpFormatted.1","3.gdpFormatted.2","3.gdpFormatted.3","3.awpFormatted.0","3.awpFormatted.1","3.awpFormatted.2","3.awpFormatted.3","3.awpFormatted.4","3.awpFormatted.5","3.awpFormatted.6","3.junction_ds_desc","3.junction_us_desc","0.linkIds.1","0.linkIds.2","0.linkIds.3","1.eventLanes.0.laneName","1.eventLanes.0.laneStatus","1.eventLanes.1.laneName","1.eventLanes.1.laneStatus","1.eventLanes.2.laneName","1.eventLanes.2.laneStatus","1.eventLanes.3.laneName","1.eventLanes.3.laneStatus","0.eventLanes.4.laneName","0.eventLanes.4.laneStatus","0.periods.1.id","0.periods.1.eventId","0.periods.1.startPeriod","0.periods.1.endPeriod","0.periods.2.id","0.periods.2.eventId","0.periods.2.startPeriod","0.periods.2.endPeriod","0.periods.3.id","0.periods.3.eventId","0.periods.3.startPeriod","0.periods.3.endPeriod","0.periods.4.id","0.periods.4.eventId","0.periods.4.startPeriod","0.periods.4.endPeriod","0.periods.5.id","0.periods.5.eventId","0.periods.5.startPeriod","0.periods.5.endPeriod","0.periods.6.id","0.periods.6.eventId","0.periods.6.startPeriod","0.periods.6.endPeriod","0.periods.7.id","0.periods.7.eventId","0.periods.7.startPeriod","0.periods.7.endPeriod","0.periods.8.id","0.periods.8.eventId","0.periods.8.startPeriod","0.periods.8.endPeriod","0.periods.9.id","0.periods.9.eventId","0.periods.9.startPeriod","0.periods.9.endPeriod","0.periods.10.id","0.periods.10.eventId","0.periods.10.startPeriod","0.periods.10.endPeriod","0.periods.11.id","0.periods.11.eventId","0.periods.11.startPeriod","0.periods.11.endPeriod","0.periods.12.id","0.periods.12.eventId","0.periods.12.startPeriod","0.periods.12.endPeriod","0.awpFormatted.1","0.awpFormatted.2","0.awpFormatted.3","0.awpFormatted.4","0.awpFormatted.5","0.linkIds.4","2.periods.1.id","2.periods.1.eventId","2.periods.1.startPeriod","2.periods.1.endPeriod","0.periods.13.id","0.periods.13.eventId","0.periods.13.startPeriod","0.periods.13.endPeriod","0.periods.14.id","0.periods.14.eventId","0.periods.14.startPeriod","0.periods.14.endPeriod","0.periods.15.id","0.periods.15.eventId","0.periods.15.startPeriod","0.periods.15.endPeriod","0.periods.16.id","0.periods.16.eventId","0.periods.16.startPeriod","0.periods.16.endPeriod","0.periods.17.id","0.periods.17.eventId","0.periods.17.startPeriod","0.periods.17.endPeriod","1.eventLanes.4.laneName","1.eventLanes.4.laneStatus","2.eventLanes.4.laneName","2.eventLanes.4.laneStatus","2.awpFormatted.1","2.awpFormatted.2","2.awpFormatted.3","2.awpFormatted.4"
"116019701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116023002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116023201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116024601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116024901","3756085",,"Location : The M1 southbound between junctions J36  and J35 
Reason : Roadworks are planned
Status : Pending
Schedule : From 20:00 on 6 May 2022 to 06:00 on 7 May 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 18 May 2022 to 21 May 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 23 May 2022 to 28 May 2022
","Location : The M1 southbound between junctions J36  and J35 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 7 May 2022
","M1 southbound Jct 36 to Jct 35a
Slip road and lane closures for carriageway improvements.
Diversion route in place via National Highways network.","LOW",false,false,"M1",1651864539166,true,53.47424,-1.4577733,"ROADWORKS",,,,1653714000000,1651863600000,,,1651258800000,1651294800000,false,"RW-22-04-12-201301",false,"Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED","Lane 4","NORMAL",,false,"251930",116024901,,"Location : The M1 southbound between junctions J36  and J35 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","Location : The M1 southbound between junctions J36  and J35 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","Location : The M1 southbound between junctions J36  and J35 ","J35","J35A","3756083",,"","Location : The M1 southbound between junctions J36  and J35 
Name : M1 southbound between J35A and J35 : M1 southbound within J35 : AREA SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 20:02 on 29 April 2022 to 06:00 on 28 May 2022
","","HIGHEST",false,false,"M1",1651258972347,true,53.47424,-1.4577733,"ROADWORKS",,,,1653714000000,1651258800000,,,1651258800000,1653714000000,false,"RW-22-04-12-201299",false,,false,"251930",116024901,,"Location : The M1 southbound between junctions J36  and J35 ","Name : M1 southbound between J35A and J35 : M1 southbound within J35 : AREA SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:02 on 29 April 2022 to 06:00 on 28 May 2022","Location : The M1 southbound between junctions J36  and J35 ","Name : M1 southbound between J35A and J35 : M1 southbound within J35 : AREA SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:02 on 29 April 2022 to 06:00 on 28 May 2022","","J35","J35A",,,116025002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116025002,,,,,,,,,,,,,,,1651604400000,1651640400000,,,1651690800000,1651726800000,,,1651777200000,1651813200000,,,1651863600000,1651899600000,,,1652900400000,1652936400000,,,1652986800000,1653022800000,,,1653073200000,1653109200000,,,1653332400000,1653368400000,,,1653418800000,1653454800000,,,1653505200000,1653541200000,,,1653591600000,1653627600000,,,1653678000000,1653714000000,"Reason : Roadworks are planned","Status : Pending","Schedule : From 20:00 on 6 May 2022 to 06:00 on 7 May 2022","Schedule : Expect disruption everyday between 20:00 and 06:00 from 18 May 2022 to 21 May 2022","Schedule : Expect disruption everyday between 20:00 and 06:00 from 23 May 2022 to 28 May 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116025002","3756085",,"Location : The M1 southbound between junctions J36  and J35 
Reason : Roadworks are planned
Status : Pending
Schedule : From 20:00 on 6 May 2022 to 06:00 on 7 May 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 18 May 2022 to 21 May 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 23 May 2022 to 28 May 2022
","Location : The M1 southbound between junctions J36  and J35 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 7 May 2022
","M1 southbound Jct 36 to Jct 35a
Slip road and lane closures for carriageway improvements.
Diversion route in place via National Highways network.","LOW",false,false,"M1",1651864539166,true,53.47424,-1.4577733,"ROADWORKS",,,,1653714000000,1651863600000,,,1651258800000,1651294800000,false,"RW-22-04-12-201301",false,"Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED","Lane 4","NORMAL",,false,"251930",116024901,,"Location : The M1 southbound between junctions J36  and J35 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","Location : The M1 southbound between junctions J36  and J35 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","Location : The M1 southbound between junctions J36  and J35 ","J35","J35A","3756083",,"","Location : The M1 southbound between junctions J36  and J35 
Name : M1 southbound between J35A and J35 : M1 southbound within J35 : AREA SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 20:02 on 29 April 2022 to 06:00 on 28 May 2022
","","HIGHEST",false,false,"M1",1651258972347,true,53.47424,-1.4577733,"ROADWORKS",,,,1653714000000,1651258800000,,,1651258800000,1653714000000,false,"RW-22-04-12-201299",false,,false,"251930",116024901,,"Location : The M1 southbound between junctions J36  and J35 ","Name : M1 southbound between J35A and J35 : M1 southbound within J35 : AREA SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:02 on 29 April 2022 to 06:00 on 28 May 2022","Location : The M1 southbound between junctions J36  and J35 ","Name : M1 southbound between J35A and J35 : M1 southbound within J35 : AREA SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:02 on 29 April 2022 to 06:00 on 28 May 2022","","J35","J35A",,,116025002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116025002,,,,,,,,,,,,,,,1651604400000,1651640400000,,,1651690800000,1651726800000,,,1651777200000,1651813200000,,,1651863600000,1651899600000,,,1652900400000,1652936400000,,,1652986800000,1653022800000,,,1653073200000,1653109200000,,,1653332400000,1653368400000,,,1653418800000,1653454800000,,,1653505200000,1653541200000,,,1653591600000,1653627600000,,,1653678000000,1653714000000,"Reason : Roadworks are planned","Status : Pending","Schedule : From 20:00 on 6 May 2022 to 06:00 on 7 May 2022","Schedule : Expect disruption everyday between 20:00 and 06:00 from 18 May 2022 to 21 May 2022","Schedule : Expect disruption everyday between 20:00 and 06:00 from 23 May 2022 to 28 May 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116026402","3773265",,"","Location : The M1 northbound between junctions J30  and J31 
Reason : Horticultural works
Status : Currently Active
Period : expect disruption until 06:00 on 7 May 2022
","M1 northbound Jct 30 to Jct 31.
Lane closure for general cleaning and maintenance.","LOW",false,false,"M1",1651877947595,true,53.294666,-1.2930658,"ROADWORKS",,,,1651899600000,1651877940000,,,1651877940000,1651899600000,false,"RW-22-04-26-201364",false,"Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,false,"266833",123015401,,"Location : The M1 northbound between junctions J30  and J31 ","Reason : Horticultural works","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","Location : The M1 northbound between junctions J30  and J31 ","Reason : Horticultural works","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","","J31","J30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123015301,116026402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123014701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123014801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123015301","3773265",,"","Location : The M1 northbound between junctions J30  and J31 
Reason : Horticultural works
Status : Currently Active
Period : expect disruption until 06:00 on 7 May 2022
","M1 northbound Jct 30 to Jct 31.
Lane closure for general cleaning and maintenance.","LOW",false,false,"M1",1651877947595,true,53.294666,-1.2930658,"ROADWORKS",,,,1651899600000,1651877940000,,,1651877940000,1651899600000,false,"RW-22-04-26-201364",false,"Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,false,"266833",123015401,,"Location : The M1 northbound between junctions J30  and J31 ","Reason : Horticultural works","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","Location : The M1 northbound between junctions J30  and J31 ","Reason : Horticultural works","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","","J31","J30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123015301,116026402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123015401","3773265",,"","Location : The M1 northbound between junctions J30  and J31 
Reason : Horticultural works
Status : Currently Active
Period : expect disruption until 06:00 on 7 May 2022
","M1 northbound Jct 30 to Jct 31.
Lane closure for general cleaning and maintenance.","LOW",false,false,"M1",1651877947595,true,53.294666,-1.2930658,"ROADWORKS",,,,1651899600000,1651877940000,,,1651877940000,1651899600000,false,"RW-22-04-26-201364",false,"Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,false,"266833",123015401,,"Location : The M1 northbound between junctions J30  and J31 ","Reason : Horticultural works","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","Location : The M1 northbound between junctions J30  and J31 ","Reason : Horticultural works","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022","","J31","J30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123015301,116026402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123017701","3619354",,"","Location : The M1 northbound between junctions J13  and J15 
Name : M1 northbound between J13 and J14 : M1 northbound between J14 and J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 00:00 on 6 May 2022 to 21:00 on 30 May 2022
","","HIGH",false,false,"M1",1651878003478,true,52.05228,-0.68108165,"ROADWORKS",,,,1653940800000,1651878000000,,,1651878000000,1653940800000,false,"RW-21-12-27-100520",false,,,,,,,,,,false,"248241",108020101,,"Location : The M1 northbound between junctions J13  and J15 ","Name : M1 northbound between J13 and J14 : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Location : The M1 northbound between junctions J13  and J15 ","Name : M1 northbound between J13 and J14 : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","","J14","J13","3786940",,"","Location : The M1 northbound between junctions J14  and J15 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 7 May 2022
","M1 Northbound and Southbound
Jct 14 to Hartwell Area 7/8 Border - Various Lane closures and Carriageway closures for Smart Motorway works on behalf of CostainGT
","HIGHEST",false,false,"M1",1651878023140,true,52.07147,-0.72740805,"ROADWORKS",,,,1651899600000,1651878000000,,,1651878000000,1651899600000,false,"RW-22-05-06-500929",false,,true,"248241",123017801,,"Location : The M1 northbound between junctions J14  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022",,"Location : The M1 northbound between junctions J14  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022",,"","J15","J14","Period : from 00:00 on 6 May 2022 to 21:00 on 30 May 2022","Period : from 00:00 on 6 May 2022 to 21:00 on 30 May 2022",123017701,108019502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123017801,123017701,108019502,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108020001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123017801","3619354",,"","Location : The M1 northbound between junctions J13  and J15 
Name : M1 northbound between J13 and J14 : M1 northbound between J14 and J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 00:00 on 6 May 2022 to 21:00 on 30 May 2022
","","HIGH",false,false,"M1",1651878003478,true,52.05228,-0.68108165,"ROADWORKS",,,,1653940800000,1651878000000,,,1651878000000,1653940800000,false,"RW-21-12-27-100520",false,,,,,,,,,,false,"248241",108020101,,"Location : The M1 northbound between junctions J13  and J15 ","Name : M1 northbound between J13 and J14 : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Location : The M1 northbound between junctions J13  and J15 ","Name : M1 northbound between J13 and J14 : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","","J14","J13","3786940",,"","Location : The M1 northbound between junctions J14  and J15 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 7 May 2022
","M1 Northbound and Southbound
Jct 14 to Hartwell Area 7/8 Border - Various Lane closures and Carriageway closures for Smart Motorway works on behalf of CostainGT
","HIGHEST",false,false,"M1",1651878023140,true,52.07147,-0.72740805,"ROADWORKS",,,,1651899600000,1651878000000,,,1651878000000,1651899600000,false,"RW-22-05-06-500929",false,,true,"248241",123017801,,"Location : The M1 northbound between junctions J14  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022",,"Location : The M1 northbound between junctions J14  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 May 2022",,"","J15","J14","Period : from 00:00 on 6 May 2022 to 21:00 on 30 May 2022","Period : from 00:00 on 6 May 2022 to 21:00 on 30 May 2022",123017701,108019502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123017801,123017701,108019502,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108020001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
